text1,age_bin,trial,image1,image2,image3,image4
swordfish,25,92,0.8333333333333334,0.16666666666666666,0,0
taillight,4,93,0.5,0.14285714285714285,0,0.35714285714285715
taillight,7,93,0.6176470588235294,0.22058823529411764,0.029411764705882353,0.1323529411764706
taillight,10,93,0.7155963302752294,0.14678899082568808,0.05504587155963303,0.08256880733944955
taillight,25,93,0.8620689655172413,0.13793103448275862,0,0
tapestry,4,94,0.26732673267326734,0.2376237623762376,0.09900990099009901,0.39603960396039606
tapestry,7,94,0.6185567010309279,0.21649484536082475,0.030927835051546393,0.13402061855670103
tapestry,10,94,0.6239316239316239,0.1623931623931624,0.06837606837606838,0.1452991452991453
tapestry,25,94,0.9166666666666666,0.06944444444444445,0,0.013888888888888888
teabag,4,95,0.6464646464646465,0.24242424242424243,0.0707070707070707,0.04040404040404041
teabag,7,95,0.7976190476190477,0.15476190476190477,0.011904761904761904,0.03571428571428571
teabag,10,95,0.8360655737704918,0.12295081967213115,0.02459016393442623,0.01639344262295082
teabag,25,95,0.953125,0.03125,0.015625,0
teapot,4,96,0.9166666666666666,0.08333333333333333,0,0
teapot,7,96,0.7945205479452054,0.1643835616438356,0.0410958904109589,0
teapot,10,96,0.7479674796747967,0.2032520325203252,0.032520325203252036,0.016260162601626018
teapot,25,96,0.9272727272727272,0.07272727272727272,0,0
telescope,4,97,0.7676767676767676,0.1414141414141414,0.06060606060606061,0.030303030303030304
telescope,7,97,0.9264705882352942,0.058823529411764705,0,0.014705882352941176
telescope,10,97,0.9044117647058824,0.051470588235294115,0.007352941176470588,0.03676470588235294
telescope,25,97,0.958904109589041,0.0273972602739726,0.0136986301369863,0
thermos,4,98,0.27835051546391754,0.35051546391752575,0.17525773195876287,0.1958762886597938
thermos,7,98,0.35802469135802467,0.32098765432098764,0.1728395061728395,0.14814814814814814
thermos,10,98,0.47794117647058826,0.39705882352941174,0.051470588235294115,0.07352941176470588
thermos,25,98,0.9137931034482759,0.05172413793103448,0.017241379310344827,0.017241379310344827
treasure,4,99,0.7766990291262136,0.20388349514563106,0.019417475728155338,0
treasure,7,99,0.9146341463414634,0.024390243902439025,0.04878048780487805,0.012195121951219513
treasure,10,99,0.835820895522388,0.09701492537313433,0.03731343283582089,0.029850746268656716
treasure,25,99,0.9864864864864865,0.013513513513513514,0,0
trumpet,4,100,0.7884615384615384,0.0673076923076923,0.08653846153846154,0.057692307692307696
trumpet,7,100,0.9052631578947369,0.05263157894736842,0.021052631578947368,0.021052631578947368
trumpet,10,100,0.855072463768116,0.043478260869565216,0.057971014492753624,0.043478260869565216
trumpet,25,100,0.9649122807017544,0.017543859649122806,0,0.017543859649122806
tulip,4,101,0.3469387755102041,0.25510204081632654,0.07142857142857142,0.32653061224489793
tulip,7,101,0.6352941176470588,0.16470588235294117,0.058823529411764705,0.1411764705882353
tulip,10,101,0.6333333333333333,0.18333333333333332,0.058333333333333334,0.125
tulip,25,101,0.9411764705882353,0.0392156862745098,0,0.0196078431372549
turbine,4,102,0.3465346534653465,0.44554455445544555,0.0891089108910891,0.1188118811881188
turbine,7,102,0.35294117647058826,0.43529411764705883,0.07058823529411765,0.1411764705882353
turbine,10,102,0.5378787878787878,0.36363636363636365,0,0.09848484848484848
turbine,25,102,0.9324324324324325,0.04054054054054054,0,0.02702702702702703
turkey,4,103,0.875,0.009615384615384616,0.09615384615384616,0.019230769230769232
turkey,7,103,0.9629629629629629,0,0.012345679012345678,0.024691358024691357
turkey,10,103,0.8861788617886179,0.056910569105691054,0.032520325203252036,0.024390243902439025
turkey,25,103,0.9848484848484849,0,0.015151515151515152,0
turtle,4,104,0.9052631578947369,0.07368421052631578,0.010526315789473684,0.010526315789473684
turtle,7,104,0.9166666666666666,0.047619047619047616,0.011904761904761904,0.023809523809523808
turtle,10,104,0.9166666666666666,0.06060606060606061,0.022727272727272728,0
turtle,25,104,0.987012987012987,0.012987012987012988,0,0
tuxedo,4,105,0,0.3333333333333333,0.5555555555555556,0.1111111111111111
tuxedo,7,105,0.41333333333333333,0.37333333333333335,0.08,0.13333333333333333
tuxedo,10,105,0.5,0.3591549295774648,0.028169014084507043,0.11267605633802817
tuxedo,25,105,0.9571428571428572,0.02857142857142857,0.014285714285714285,0
typewriter,4,106,0.41,0.28,0.15,0.16
typewriter,7,106,0.7682926829268293,0.13414634146341464,0.04878048780487805,0.04878048780487805
typewriter,10,106,0.8098591549295775,0.11971830985915492,0.014084507042253521,0.056338028169014086
typewriter,25,106,1,0,0,0
watermelon,4,107,0.9326923076923077,0.04807692307692308,0.009615384615384616,0.009615384615384616
watermelon,7,107,0.9425287356321839,0.034482758620689655,0.011494252873563218,0.011494252873563218
watermelon,10,107,1,0,0,0
watermelon,25,107,0.9827586206896551,0.017241379310344827,0,0
waterwheel,4,108,0.631578947368421,0.2,0.10526315789473684,0.06315789473684211
waterwheel,7,108,0.82,0.14,0.04,0
waterwheel,10,108,0.7762237762237763,0.15384615384615385,0.027972027972027972,0.04195804195804196
waterwheel,25,108,0.9117647058823529,0.08823529411764706,0,0
